Code,Amphiprion.clarkii,Apogon.rueppellii,Apogon.spp,Austrolabrus.maculatus,Chaetodon.assarius,Chaetodon.plebeius,Chromis.viridis,Chromis.westaustralis,Cirrhilabrus.temminckii,Coris.auricularis,Dascyllus.aruanus,Dascyllus.reticulatus,Labroides.dimidiatus,Parupeneus.spilurus,Pentapodus.nagasakiensis,Pentapodus.vitta,Pomacentrus.milleri,Stegastes.obreptus,Stethojulis.strigiventer,Suezichthys.cyanolaemus,Trachinops.brauni,,SmallSt,SmallOp,Smallyr,SmallLoc,SmallSite
5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2009,Wallabi,Whale.Bay
5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2009,Wallabi,Woody.Is.
5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Beacon.Is.
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Coral.Patches
5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Dive.Trail
5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Fish.Point
5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Leo's.Is.
5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Long.Is.
5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Newman.Is.
5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Rat.Is.
5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Stick.Is.
5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Suomi.Is.
5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Wann.Is.
5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Whale.Bay
5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Easter,Woody.Is.
5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Beacon.Is.
5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Coral.Patches
5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Dive.Trail
5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Fish.Point
5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Leo's.Is.
5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Long.Is.
5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Newman.Is.
5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Rat.Is.
5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Stick.Is.
5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Suomi.Is.
5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Wann.Is.
5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Whale.Bay
5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Pelsaert,Woody.Is.
5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Beacon.Is.
5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Coral.Patches
5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Dive.Trail
5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Fish.Point
5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Leo's.Is.
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Long.Is.
5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Newman.Is.
5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Rat.Is.
5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Stick.Is.
5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Suomi.Is.
5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Wann.Is.
5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Whale.Bay
5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS3,2010,Wallabi,Woody.Is.
5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Beacon.Is.
5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Coral.Patches
5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Dive.Trail
5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Fish.Point
5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Leo's.Is.
5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Long.Is.
5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Newman.Is.
5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Rat.Is.
5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Stick.Is.
5158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Suomi.Is.
5159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Wann.Is.
5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Whale.Bay
5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Easter,Woody.Is.
5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Beacon.Is.
5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Coral.Patches
5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Dive.Trail
5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Fish.Point
5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Leo's.Is.
5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Long.Is.
5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Newman.Is.
5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Rat.Is.
5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Stick.Is.
5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Suomi.Is.
5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Wann.Is.
5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Whale.Bay
5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Pelsaert,Woody.Is.
5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Beacon.Is.
5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Coral.Patches
5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Dive.Trail
5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Fish.Point
5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Leo's.Is.
5180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Long.Is.
5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Newman.Is.
5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Rat.Is.
5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Stick.Is.
5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Suomi.Is.
5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Wann.Is.
5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Whale.Bay
5187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2008,Wallabi,Woody.Is.
5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Beacon.Is.
5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Coral.Patches
5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Dive.Trail
5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Fish.Point
5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Leo's.Is.
5193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Long.Is.
5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Newman.Is.
5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Rat.Is.
5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Stick.Is.
5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Suomi.Is.
5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Wann.Is.
5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Whale.Bay
5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Easter,Woody.Is.
5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Beacon.Is.
5202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Coral.Patches
5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Dive.Trail
5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Fish.Point
5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Leo's.Is.
5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Long.Is.
5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Newman.Is.
5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Rat.Is.
5209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Stick.Is.
5210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Suomi.Is.
5211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Wann.Is.
5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Whale.Bay
5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Pelsaert,Woody.Is.
5214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Beacon.Is.
5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Coral.Patches
5216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Dive.Trail
5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Fish.Point
5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Leo's.Is.
5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Long.Is.
5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Newman.Is.
5221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Rat.Is.
5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Stick.Is.
5223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Suomi.Is.
5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Wann.Is.
5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Whale.Bay
5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2009,Wallabi,Woody.Is.
5227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Beacon.Is.
5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Coral.Patches
5229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Dive.Trail
5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Fish.Point
5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Leo's.Is.
5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Long.Is.
5233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Newman.Is.
5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Rat.Is.
5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Stick.Is.
5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Suomi.Is.
5237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Wann.Is.
5238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Whale.Bay
5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Easter,Woody.Is.
5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Beacon.Is.
5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Coral.Patches
5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Dive.Trail
5243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Fish.Point
5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Leo's.Is.
5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Long.Is.
5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Newman.Is.
5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Rat.Is.
5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Stick.Is.
5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Suomi.Is.
5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Wann.Is.
5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Whale.Bay
5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Pelsaert,Woody.Is.
5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Beacon.Is.
5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Coral.Patches
5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Dive.Trail
5256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Fish.Point
5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Leo's.Is.
5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Long.Is.
5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Newman.Is.
5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Rat.Is.
5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Stick.Is.
5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Suomi.Is.
5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Wann.Is.
5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Whale.Bay
5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,8WRS4,2010,Wallabi,Woody.Is.
5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Beacon.Is.
5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Coral.Patches
5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Dive.Trail
5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Fish.Point
5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Leo's.Is.
5271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Long.Is.
5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Newman.Is.
5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Rat.Is.
5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Stick.Is.
5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Suomi.Is.
5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Wann.Is.
5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Whale.Bay
5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Easter,Woody.Is.
5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Beacon.Is.
5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Coral.Patches
5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Dive.Trail
5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Fish.Point
5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Leo's.Is.
5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Long.Is.
5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Newman.Is.
5286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Rat.Is.
5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Stick.Is.
5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Suomi.Is.
5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Wann.Is.
5290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Whale.Bay
5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Pelsaert,Woody.Is.
5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Wallabi,Beacon.Is.
5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Wallabi,Coral.Patches
5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Wallabi,Dive.Trail
5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9EFD1c,2008,Wallabi,Fish.Point
